Habit,Date,Status,Comment
Elevate,2021-01-23,success,
Elevate,2021-01-24,success,
Python,2021-01-24,fail,
Elevate,2021-01-25,success,
CEO,2021-01-26,success,
CEO,2021-01-28,success,
CEO,2021-01-29,success,
Elevate,2021-01-26,success,
Python,2021-01-25,success,
Python,2021-01-26,fail,
Python,2021-01-27,fail,
Read,2020-12-26,success,
Read,2020-12-27,fail,
Read,2020-12-28,fail,
TikTok,2020-12-26,success,
Read,2020-12-29,success,
Read,2020-12-30,success,
Python,2021-01-28,fail,
Read,2020-12-31,fail,
Read,2021-01-01,fail,
CEO,2021-01-02,success,
8hr sleep,2021-01-03,success,
8hr sleep,2021-01-04,success,
8hr sleep,2021-01-05,success,
Read,2021-01-05,success,
8hr sleep,2021-01-06,success,
8hr sleep,2021-01-08,success,
Read,2021-01-06,success,
8hr sleep,2021-01-07,success,
8hr sleep,2021-01-09,fail,
8hr sleep,2021-01-10,success,
Read,2021-01-07,fail,
Read,2021-01-08,success,
8hr sleep,2021-01-11,fail,
Read,2021-01-09,success,
8hr sleep,2021-01-12,success,
8hr sleep,2021-01-13,success,
Python,2021-01-02,success,
Read,2021-01-02,success,
Python,2021-01-03,fail,
Python,2021-01-04,fail,
Python,2021-01-05,success,
TikTok,2021-01-02,success,
TikTok,2021-01-03,success,
TikTok,2021-01-04,success,
TikTok,2021-01-05,success,
Python,2021-01-06,fail,
TikTok,2021-01-06,success,
Python,2021-01-07,fail,
TikTok,2021-01-07,success,
8hr sleep,2021-01-16,skip,
Python,2021-01-08,success,
Python,2021-01-09,success,
Python,2021-01-10,skip,
Python,2021-01-11,success,
Python,2021-01-12,success,
Read,2021-01-12,success,
Read,2021-01-13,success,
8hr sleep,2021-01-14,fail,
Python,2021-01-14,skip,
8hr sleep,2021-01-15,skip,
Python,2021-01-15,skip,
8hr sleep,2021-01-19,success,
Python,2021-01-16,skip,
Read,2021-01-14,skip,
Read,2021-01-15,skip,
Read,2021-01-16,skip,
8hr sleep,2021-01-20,success,
8hr sleep,2021-01-22,success,
8hr sleep,2021-01-23,success,
Python,2021-01-13,skip,
8hr sleep,2021-01-24,success,
8hr sleep,2021-01-25,success,
8hr sleep,2021-01-26,fail,
8hr sleep,2021-01-27,fail,
8hr sleep,2021-01-28,success,
8hr sleep,2021-01-29,success,
8hr sleep,2021-01-30,skip,
8hr sleep,2021-01-31,success,
8hr sleep,2021-02-01,success,
8hr sleep,2021-02-02,success,
8hr sleep,2021-02-03,fail,
8hr sleep,2021-02-04,success,
8hr sleep,2021-02-05,success,
8hr sleep,2021-02-06,success,
8hr sleep,2021-02-07,success,
8hr sleep,2021-02-08,success,
8hr sleep,2021-02-09,success,
8hr sleep,2021-02-10,fail,
Read,2021-01-04,success,
8hr sleep,2021-02-11,success,
8hr sleep,2021-02-12,success,
8hr sleep,2021-02-13,success,
8hr sleep,2021-02-14,fail,
8hr sleep,2021-02-15,fail,
Elevate,2021-02-08,skip,
Python,2021-01-17,fail,
8hr sleep,2021-01-21,success,
Read,2021-01-17,fail,
Python,2021-01-18,success,
Read,2021-01-18,success,
Python,2021-01-19,success,
Read,2021-01-19,success,
Python,2021-01-20,fail,
Read,2021-01-03,success,
Stretch,2021-01-11,success,
Read,2021-01-20,success,
Python,2021-01-21,fail,
Read,2021-01-21,success,
Python,2021-01-22,success,
8hr sleep,2021-02-16,success,
8hr sleep,2021-02-17,fail,
8hr sleep,2021-03-03,fail,
Business idea,2021-01-02,success,
Meditate,2021-01-02,success,
Business idea,2021-01-03,success,
Business idea,2021-01-04,success,
Meditate,2021-01-03,fail,
Business idea,2021-01-05,success,
Business idea,2021-01-06,fail,
Meditate,2021-01-04,success,
Business idea,2021-01-07,success,
TikTok,2021-01-01,skip,
Meditate,2021-01-05,success,
Meditate,2021-01-06,success,
Meditate,2021-01-07,fail,
Business idea,2021-01-08,success,
Business idea,2021-01-09,success,
8hr sleep,2021-02-18,fail,
Business idea,2021-01-11,success,
8hr sleep,2021-02-19,fail,
Business idea,2021-01-10,skip,
Business idea,2021-01-12,success,
8hr sleep,2021-02-20,success,
Business idea,2021-01-13,success,
Business idea,2021-01-14,skip,
Business idea,2021-01-15,skip,
Business idea,2021-01-29,success,
Business idea,2021-01-30,skip,
Business idea,2021-01-31,success,
Business idea,2021-02-01,success,
Business idea,2021-02-02,success,
Business idea,2021-02-03,success,
Business idea,2021-02-04,success,
Business idea,2021-02-05,success,
Business idea,2021-02-06,success,
Meditate,2021-01-08,fail,
Meditate,2021-01-09,success,
Read,2021-01-11,success,
8hr sleep,2021-02-21,success,
8hr sleep,2021-02-22,success,
8hr sleep,2021-02-23,fail,
8hr sleep,2021-02-24,fail,
8hr sleep,2021-02-25,skip,
8hr sleep,2021-02-26,success,
8hr sleep,2021-02-27,success,
8hr sleep,2021-02-28,success,
8hr sleep,2021-03-01,success,
8hr sleep,2021-03-02,success,
8hr sleep,2021-03-04,success,
Read,2021-01-22,success,
8hr sleep,2021-03-05,fail,
Business idea,2021-02-07,success,
Business idea,2021-02-08,success,
8hr sleep,2021-03-06,skip,
DUO,2021-01-02,success,
8hr sleep,2021-03-07,skip,
DUO,2021-01-03,success,
DUO,2021-01-04,success,
DUO,2021-01-05,success,
CEO,2021-01-07,success,
DUO,2021-01-06,success,
8hr sleep,2021-03-10,fail,
FEWSUS,2021-01-04,fail,
FEWSUS,2021-01-05,fail,
DUO,2021-01-07,success,
CEO,2021-01-08,success,
DUO,2021-01-08,success,
FEWSUS,2021-01-06,fail,
FEWSUS,2021-01-07,success,
FEWSUS,2021-01-08,fail,
CEO,2021-01-09,success,
DUO,2021-01-09,success,
DUO,2021-01-15,skip,
Business idea,2021-01-23,success,
Business idea,2021-01-24,success,
Business idea,2021-01-25,success,
Business idea,2021-01-26,success,
FEWSUS,2020-12-26,success,
DUO,2021-01-12,success,
Read,2020-12-11,success,
Read,2020-12-12,success,
Read,2020-12-13,success,
Read,2020-12-14,success,
CEO,2021-01-13,success,
DUO,2021-01-13,success,
Read,2020-12-15,success,
CEO,2021-01-14,skip,
Read,2020-12-16,success,
Read,2020-12-17,success,
Read,2020-12-18,success,
Business idea,2021-01-27,fail,
Read,2020-12-19,fail,
CEO,2021-01-15,skip,
CEO,2021-01-16,skip,
CEO,2021-01-17,success,
CEO,2021-01-18,success,
DUO,2021-01-14,success,
CEO,2021-01-19,success,
Business idea,2021-01-28,success,
CEO,2021-01-20,success,
CEO,2021-01-21,fail,
DUO,2021-01-16,skip,
DUO,2021-01-17,success,
DUO,2021-01-18,success,
FEWSUS,2020-12-27,fail,
CEO,2021-01-22,success,
DUO,2021-01-19,success,
FEWSUS,2020-12-12,fail,
FEWSUS,2020-12-13,fail,
FEWSUS,2020-12-14,success,
FEWSUS,2020-12-15,fail,
FEWSUS,2020-12-16,fail,
FEWSUS,2020-12-17,success,
FEWSUS,2020-12-18,fail,
FEWSUS,2020-12-19,fail,
FEWSUS,2020-12-21,fail,
FEWSUS,2020-12-22,skip,
DUO,2021-01-20,success,
FEWSUS,2020-12-20,success,
FEWSUS,2020-12-23,success,
FEWSUS,2020-12-24,fail,
DUO,2021-01-21,success,
FEWSUS,2020-12-25,fail,
FEWSUS,2020-12-28,fail,
FEWSUS,2020-12-29,fail,
FEWSUS,2020-12-30,fail,
FEWSUS,2020-12-31,fail,
FEWSUS,2021-01-01,fail,
FEWSUS,2021-01-02,fail,
FEWSUS,2021-01-03,fail,
FEWSUS,2021-01-09,fail,
CEO,2021-01-10,skip,
DUO,2021-01-10,success,
FEWSUS,2021-01-10,skip,
CEO,2021-01-11,success,
CEO,2021-01-12,success,
DUO,2021-01-11,success,
FEWSUS,2021-01-11,fail,
FEWSUS,2021-01-12,success,
FEWSUS,2021-01-13,skip,
FEWSUS,2021-01-14,skip,
FEWSUS,2021-01-15,skip,
FEWSUS,2021-01-16,skip,
FEWSUS,2021-01-17,fail,
FEWSUS,2021-01-18,skip,
FEWSUS,2021-01-19,skip,
FEWSUS,2021-01-20,skip,
8hr sleep,2021-03-09,skip,
FEWSUS,2021-01-21,fail,
DUO,2021-01-23,success,
DUO,2021-01-25,success,
DUO,2021-01-26,success,
DUO,2021-01-27,success,
DUO,2021-01-28,success,
FEWSUS,2021-01-22,skip,
DUO,2021-01-29,skip,
Meditate,2021-01-23,success,
DUO,2021-01-24,success,
Meditate,2021-01-24,fail,
Read,2021-01-28,fail,
DUO,2021-01-30,skip,
DUO,2021-01-31,success,
DUO,2021-02-01,success,
DUO,2021-02-02,success,
DUO,2021-02-03,success,
DUO,2021-02-04,success,
FEWSUS,2021-02-03,success,
FEWSUS,2021-02-04,fail,
DUO,2021-02-05,success,
DUO,2021-02-06,fail,
DUO,2021-02-07,success,
FEWSUS,2021-02-05,fail,
DUO,2021-02-08,skip,
DUO,2021-02-10,success,
FEWSUS,2021-02-06,fail,
FEWSUS,2021-02-07,success,
Read,2021-01-24,success,
DUO,2021-02-09,success,
Read,2021-01-25,fail,
Read,2021-01-26,fail,
Read,2021-01-27,fail,
DUO,2021-02-11,success,
DUO,2021-02-12,skip,
DUO,2021-02-13,success,
DUO,2021-02-14,fail,
DUO,2021-02-15,success,
Read,2021-01-23,success,
DUO,2021-02-16,success,
Meditate,2021-01-25,success,
DUO,2021-02-17,success,
DUO,2021-02-18,success,
DUO,2021-02-19,success,
DUO,2021-02-20,skip,
DUO,2021-02-21,success,
DUO,2021-02-22,success,
Meditate,2021-01-26,success,
DUO,2021-02-23,success,
DUO,2021-02-24,skip,
DUO,2021-02-25,skip,
DUO,2021-02-26,success,
DUO,2021-02-27,success,
FEWSUS,2021-01-26,skip,
DUO,2021-02-28,success,
FEWSUS,2021-01-23,skip,
FEWSUS,2021-01-25,skip,
DUO,2021-03-01,success,
DUO,2021-03-02,success,
DUO,2021-03-03,success,
DUO,2021-03-04,success,
DUO,2021-03-06,success,
FEWSUS,2021-01-24,skip,
FEWSUS,2021-01-27,skip,
FEWSUS,2021-01-28,skip,
DUO,2021-03-07,skip,
FEWSUS,2021-01-29,skip,
DUO,2021-03-05,success,
Meditate,2021-01-27,fail,
Meditate,2021-01-28,success,
FEWSUS,2021-01-30,skip,
FEWSUS,2021-01-31,skip,
FEWSUS,2021-02-01,success,
FEWSUS,2021-02-02,success,
Stretch,2021-01-12,success,
Stretch,2021-01-13,success,
Stretch,2021-01-14,skip,
Stretch,2021-01-15,skip,
Stretch,2021-01-16,skip,
8hr sleep,2021-03-08,skip,
Stretch,2021-01-17,success,
Stretch,2021-01-18,success,
Stretch,2021-01-19,success,
Stretch,2021-01-20,success,
Stretch,2021-01-21,success,
Stretch,2021-01-22,success,
Linkedin,2021-01-29,skip,
Meditate,2021-01-31,fail,
Meditate,2021-02-01,fail,
Meditate,2021-02-02,success,
Meditate,2021-02-03,success,
Meditate,2021-02-04,success,
Meditate,2021-02-05,success,
Meditate,2021-02-06,fail,
CEO,2021-02-09,success,
Meditate,2021-02-07,success,
Read,2021-01-10,skip,
CEO,2021-01-30,skip,
Meditate,2021-01-29,skip,
Read,2021-01-29,skip,
Python,2021-02-03,success,
Read,2021-01-30,skip,
CEO,2021-01-31,success,
CEO,2021-02-01,success,
Python,2021-01-31,success,
CEO,2021-02-02,skip,
CEO,2021-02-03,success,
Read,2021-01-31,success,
Python,2021-02-01,success,
Read,2021-02-01,fail,
Python,2021-02-02,success,
Python,2021-02-04,fail,
Python,2021-02-05,fail,
Python,2021-02-06,success,
Read,2021-02-02,success,
Python,2021-02-07,success,
Read,2021-02-03,success,
CEO,2021-02-04,success,
CEO,2021-02-05,success,
Read,2021-02-04,fail,
CEO,2021-02-06,skip,
CEO,2021-02-07,success,
CEO,2021-02-08,success,
Read,2021-02-05,fail,
Read,2021-02-06,success,
Read,2021-02-07,success,
CEO,2021-02-10,skip,
Meditate,2021-01-30,skip,
CEO,2021-02-11,success,
CEO,2021-02-12,fail,
CEO,2021-02-13,fail,
CEO,2021-02-14,success,
CEO,2021-02-15,success,
CEO,2021-02-16,fail,
CEO,2021-02-17,fail,
CEO,2021-02-18,fail,
CEO,2021-02-19,success,
CEO,2021-02-20,skip,
CEO,2021-02-21,success,
CEO,2021-02-22,success,
CEO,2021-02-23,success,
CEO,2021-02-24,skip,
CEO,2021-02-25,skip,
CEO,2021-02-26,fail,
CEO,2021-02-27,success,
CEO,2021-02-28,success,
CEO,2021-03-01,success,
CEO,2021-03-02,success,
CEO,2021-03-03,fail,
CEO,2021-03-06,skip,
CEO,2021-03-07,skip,
Stretch,2021-01-01,fail,
CEO,2021-03-05,fail,
Stretch,2021-01-02,success,
Stretch,2021-01-03,fail,
Stretch,2021-01-04,success,
Stretch,2021-01-05,success,
Stretch,2021-01-06,success,
CEO,2021-03-04,fail,
Stretch,2021-01-07,fail,
Linkedin,2021-02-01,skip,
Python,2021-01-29,skip,
Python,2021-01-30,skip,
Stretch,2021-01-08,fail,
Stretch,2021-01-09,fail,
Stretch,2021-01-10,skip,
FEWSUS,2021-02-08,success,
GRPH,2020-11-18,success,
GRPH,2020-11-19,success,
GRPH,2020-11-20,success,
GRPH,2020-11-21,fail,
GRPH,2020-11-22,success,
Daily progress,2021-02-10,success,
GRPH,2020-11-23,skip,
Linkedin,2021-01-01,skip,
Linkedin,2021-01-02,success,
Daily progress,2021-02-25,skip,
Linkedin,2021-01-03,success,
Linkedin,2021-01-04,success,
Daily progress,2021-02-27,success,
Linkedin,2021-01-05,success,
Linkedin,2021-01-06,success,
Linkedin,2021-01-07,success,
Linkedin,2021-01-08,success,
Daily progress,2021-02-28,success,
Daily progress,2021-03-01,success,
Daily progress,2021-03-02,success,
Linkedin,2021-01-09,success,
Linkedin,2021-01-10,skip,
Linkedin,2021-01-11,success,
Linkedin,2021-01-12,success,
Journal,2021-02-08,success,
Linkedin,2021-01-14,success,
Linkedin,2021-01-15,skip,
Linkedin,2021-01-16,skip,
FEWSUS,2021-02-26,success,
FEWSUS,2021-02-27,success,
FEWSUS,2021-02-28,success,
Linkedin,2021-01-18,skip,
FEWSUS,2021-03-01,success,
FEWSUS,2021-03-02,success,
Linkedin,2021-01-22,skip,
FEWSUS,2021-03-03,success,
FEWSUS,2021-03-04,success,
FEWSUS,2021-03-05,fail,
FEWSUS,2021-03-06,skip,
Linkedin,2021-01-13,success,
Stretch,2021-01-23,success,
FEWSUS,2021-03-07,skip,
Meditate,2021-02-08,success,
STAT,2020-11-18,success,
STAT,2020-11-19,skip,
STAT,2020-11-20,success,
STAT,2020-11-21,skip,
STAT,2020-11-22,skip,
STAT,2020-11-23,skip,
Stretch,2021-01-24,success,
Stretch,2021-01-28,success,
Stretch,2021-01-30,skip,
Business idea,2021-02-09,success,
Stretch,2021-01-29,skip,
Business idea,2021-02-10,fail,
Business idea,2021-02-12,skip,
Business idea,2021-02-13,fail,
Business idea,2021-02-14,success,
Stretch,2021-01-25,success,
Business idea,2021-02-11,success,
Business idea,2021-02-15,fail,
Stretch,2021-01-26,success,
Daily progress,2021-02-11,success,
Meditate,2021-02-15,success,
Business idea,2021-02-16,fail,
FEWSUS,2021-02-09,fail,
FEWSUS,2021-02-10,success,
FEWSUS,2021-02-11,success,
Stretch,2021-01-27,success,
FEWSUS,2021-02-12,skip,
FEWSUS,2021-02-13,success,
FEWSUS,2021-02-14,fail,
FEWSUS,2021-02-15,success,
Meditate,2021-02-14,success,
Daily progress,2021-02-26,success,
FEWSUS,2021-02-16,fail,
FEWSUS,2021-02-17,success,
FEWSUS,2021-02-18,success,
Stretch,2021-01-31,success,
FEWSUS,2021-02-19,success,
Elevate,2021-02-21,success,
Business idea,2021-03-07,skip,
Elevate,2021-02-22,success,
FEWSUS,2021-02-20,skip,
FEWSUS,2021-02-21,success,
FEWSUS,2021-02-22,success,
FEWSUS,2021-02-23,fail,
FEWSUS,2021-02-24,skip,
FEWSUS,2021-02-25,skip,
Meditate,2021-02-16,fail,
Business idea,2021-02-17,success,
Elevate,2021-02-17,success,
Meditate,2021-02-17,success,
Business idea,2021-02-18,success,
Business idea,2021-02-19,fail,
Business idea,2021-02-20,success,
Meditate,2021-02-18,success,
Meditate,2021-02-19,success,
Meditate,2021-02-20,skip,
Business idea,2021-02-21,fail,
Business idea,2021-02-22,fail,
Business idea,2021-02-23,fail,
Meditate,2021-02-21,success,
Business idea,2021-02-24,skip,
Business idea,2021-02-25,skip,
Business idea,2021-02-26,success,
Business idea,2021-02-27,success,
Business idea,2021-02-28,fail,
Business idea,2021-03-01,fail,
Business idea,2021-03-02,success,
Business idea,2021-03-03,fail,
Business idea,2021-03-04,success,
Business idea,2021-03-05,fail,
Business idea,2021-03-06,skip,
Stretch,2021-02-01,success,
Stretch,2021-02-02,success,
Daily progress,2021-02-12,success,
Elevate,2021-02-16,success,
Stretch,2021-02-03,success,
Stretch,2021-02-06,fail,
Stretch,2021-02-08,success,
Daily progress,2021-02-09,success,
Workout,2021-01-01,success,
Meditate,2021-02-09,success,
Meditate,2021-02-11,success,
Workout,2021-01-02,success,
Stretch,2021-02-05,success,
Workout,2021-01-03,success,
Workout,2021-01-04,success,
Stretch,2021-02-07,success,
Stretch,2021-02-09,success,
Stretch,2021-02-10,success,
Stretch,2021-02-11,success,
Workout,2021-01-05,success,
Workout,2021-01-06,success,
Daily progress,2021-02-13,success,
Meditate,2021-02-10,success,
Stretch,2021-02-12,skip,
Daily progress,2021-02-20,success,
Stretch,2021-02-13,success,
Daily progress,2021-02-14,success,
Daily progress,2021-02-15,success,
Daily progress,2021-02-16,success,
Stretch,2021-02-14,success,
Stretch,2021-02-15,success,
Elevate,2021-02-19,success,
Elevate,2021-02-20,skip,
Journal,2021-02-21,success,
Stretch,2021-02-16,success,
Daily progress,2021-02-17,success,
Daily progress,2021-02-18,success,
Stretch,2021-02-17,fail,
Daily progress,2021-02-19,success,
Stretch,2021-02-18,fail,
Daily progress,2021-02-21,success,
Daily progress,2021-02-22,success,
Stretch,2021-02-19,fail,
Stretch,2021-02-21,fail,
Daily progress,2021-02-23,success,
Elevate,2021-02-09,success,
Elevate,2021-02-10,success,
Elevate,2021-02-11,success,
Journal,2021-02-09,success,
Journal,2021-02-10,success,
Stretch,2021-02-04,success,
Journal,2021-02-11,success,
Python,2021-02-08,success,
Journal,2021-02-12,success,
Python,2021-02-09,fail,
Elevate,2021-02-13,success,
Elevate,2021-02-18,success,
Python,2021-02-10,fail,
Elevate,2021-02-12,skip,
Elevate,2021-02-14,fail,
Elevate,2021-02-15,success,
Python,2021-02-11,fail,
Meditate,2021-02-12,skip,
Daily progress,2021-02-24,success,
Journal,2021-02-13,success,
Journal,2021-02-14,fail,
Python,2021-02-12,skip,
Python,2021-02-13,success,
Journal,2021-02-15,success,
Journal,2021-02-20,skip,
Meditate,2021-02-13,fail,
Python,2021-02-14,fail,
Journal,2021-02-16,fail,
Journal,2021-02-17,success,
Journal,2021-02-18,success,
Python,2021-02-15,success,
Python,2021-02-16,fail,
Python,2021-02-17,fail,
Journal,2021-02-19,success,
Python,2021-02-18,success,
Journal,2021-02-22,fail,
Elevate,2021-02-23,success,
Elevate,2021-02-27,skip,
Meditate,2021-02-22,fail,
Stretch,2021-02-22,fail,
Journal,2021-02-23,success,
Elevate,2021-02-24,skip,
Elevate,2021-02-25,skip,
Elevate,2021-02-26,success,
Meditate,2021-02-23,fail,
Stretch,2021-02-23,success,
Elevate,2021-02-28,success,
Journal,2021-02-24,skip,
Elevate,2021-03-01,success,
Elevate,2021-03-02,success,
Elevate,2021-03-03,success,
Elevate,2021-03-04,success,
Elevate,2021-03-05,success,
Elevate,2021-03-06,skip,
Elevate,2021-03-07,skip,
Workout,2021-01-07,success,
Meditate,2021-02-24,skip,
Journal,2021-02-25,skip,
Journal,2021-02-26,fail,
Journal,2021-02-27,success,
Journal,2021-02-28,success,
Journal,2021-03-01,success,
Read,2021-02-09,success,
Meditate,2021-02-26,fail,
Meditate,2021-02-27,success,
Read,2021-02-08,success,
Meditate,2021-03-01,success,
Read,2021-02-10,success,
